Account Owner,Company Name,Billing City,Billing Zip/Postal Code,Account Territory,Reseller,Product Name,Bundle Product,License Name,Status,Buy Price Currency,Buy Price,Quantity,Expiry Date,Sector
Steve Galliers,Seaside Primary School,Lancing,BN15 8DL,South,JSPC Computer Services,ESET PROTECT Essential On-Prem,,ESET PROTECT Essential On-Prem,Active,GBP,1859.0,200.0,05/04/2025,Education
Matthew Bower,Bibliotheca Ltd,Lancing,BN15 8EB,South,CDW (UK) Ltd,ESET PROTECT Advanced,,ESET PROTECT Advanced,Active,GBP,6318.0,400.0,20/11/2025,Business
Matthew Bower,St Marys CE Primary School,Lancing,BN15 9TP,South,Turn IT on Limited,ESET PROTECT Entry,,ESET PROTECT Entry,Active,GBP,1131.2,100.0,18/07/2025,Business
Matthew Bower,Oak Grove College,Lancing,BN15 9TP,South,Total Computer IT Services Limited,ESET PROTECT Advanced,,ESET PROTECT Advanced,Active,GBP,1542.5,170.0,12/04/2026,Education
Matthew Bower,Manor Green College,Lancing,BN15 9TP,South,JSPC Computer Services,ESET PROTECT Essential On-Prem,,ESET PROTECT Essential On-Prem,Active,GBP,2298.4,320.0,27/02/2026,Education
Joseph Stern,Central Junior School,Lancing,BN15 9TP,South,JSPC Computer Services,ESET PROTECT Essential On-Prem,,ESET PROTECT Essential On-Prem,Active,GBP,772.2,100.0,28/03/2025,Education
Joseph Stern,Bursted Wood,Lancing,BN15 9TP,South,JSPC Computer Services,ESET PROTECT Essential On-Prem,,ESET PROTECT Essential On-Prem,Active,GBP,151.4,110.0,28/03/2025,Business
Joseph Stern,Southway Junior School,Lancing,BN15 9TP,South,JSPC Computer Services,ESET PROTECT Essential On-Prem,,ESET PROTECT Essential On-Prem,Active,GBP,1312.74,170.0,11/07/2025,Education
Joseph Stern,Langley Green Primary Schhol,Lancing,BN15 9TP,South,JSPC Computer Services,ESET PROTECT Essential On-Prem,,ESET PROTECT Essential On-Prem,Active,GBP,1389.96,180.0,15/07/2025,Education
Joseph Stern,Harlands Primary School,Lancing,BN15 9TP,South,JSPC Computer Services,ESET PROTECT Essential On-Prem,,ESET PROTECT Essential On-Prem,Active,GBP,1544.4,200.0,13/03/2025,Education
Joseph Stern,St Lawrence School,Lancing,BN15 9TP,South,JSPC Computer Services,ESET PROTECT Essential On-Prem,,ESET PROTECT Essential On-Prem,Active,GBP,1580.0,200.0,10/02/2025,Education
Joseph Stern,Estcots Primary,Lancing,BN15 9TP,South,JSPC Computer Services,ESET PROTECT Essential On-Prem,,ESET PROTECT Essential On-Prem,Active,GBP,1544.4,200.0,08/07/2025,Education
Joseph Stern,North Gate Primary School,Lancing,BN15 9TP,South,JSPC Computer Services,ESET PROTECT Essential On-Prem,,ESET PROTECT Essential On-Prem,Active,GBP,1347.13,250.0,16/04/2025,Education
Matthew Bower,Georgian Gardens Community Primary School,Littlehampton,BN16 3JJ,South,VIRTUAL IT LTD,ESET PROTECT Advanced,,ESET PROTECT Advanced,Active,GBP,2192.84,100.0,26/06/2027,Education
Matthew Bower,St Margarets (Angmering) CE Primary School,Angmering,BN16 4LP,South,JSPC Computer Services,ESET PROTECT Essential On-Prem,,ESET PROTECT Essential On-Prem,Active,GBP,772.2,100.0,10/12/2025,Education
Matthew Bower,Age UK West Sussex Brighton & Hove,Littlehampton,BN17 6BP,South,Fenton I.T Ltd,ESET PROTECT Advanced,,ESET PROTECT Advanced,Active,GBP,1881.59,136.0,13/04/2026,Education
Matthew Bower,7thSense Design Ltd,Littlehampton,BN17 7TL,South,Fenton I.T Ltd,ESET PROTECT Advanced,,ESET PROTECT Advanced,Active,GBP,2171.07,127.0,01/04/2025,Business
Matthew Bower,Hotchkiss,Eastbourne,BN22 9AX,South,ePic Net,ESET PROTECT Advanced,,ESET PROTECT Advanced,Active,GBP,9871.2,280.0,09/08/2026,Business
Nathan Holmes,Gardners Books,Eastbourne,BN23 6QH,South,BCN Group Ltd (old),ESET Security for Microsoft SharePoint Server (Per User),,ESET Security for Microsoft SharePoint Server (Per User),Active,GBP,3451.5,300.0,23/02/2025,Business
Matthew Bower,Hyve,Brighton,BN2 9QD,South,Softcat Limited,ESET PROTECT Advanced,,ESET PROTECT Advanced,Active,GBP,11228.27,400.0,28/09/2027,Business
Matthew Bower,Public-i Group Ltd,Hove,BN3 1DD,South,Storm Technologies Limited,ESET PROTECT Entry,,ESET PROTECT Entry,Active,GBP,5900.48,180.0,04/09/2027,Business
Matthew Bower,Virtusales,Hove,BN3 1DD,South,Harwood Brittain Technology Limited,ESET PROTECT Advanced,,ESET PROTECT Advanced,Active,GBP,6646.77,390.0,10/04/2026,Business
Matthew Bower,Tarabut Gateway,Hove,BN3 2FA,South,Saepio Solutions,ESET PROTECT Complete,,ESET PROTECT Complete,Active,GBP,1529.0,150.0,04/06/2025,Business
Matthew Bower,iTalk Affiliate Telecommunications Ltd,Hove,BN3 7BD,South,Softcat Limited,ESET Full Disk Encryption,ESET PROTECT Advanced,EAV-0408959087,Active,GBP,769.6,100.0,31/12/2026,Business
Hannah Ballard,St Nicolas and St Marys Primary School,Shoreham-by-Sea,BN43 6PE,South,JSPC Computer Services,ESET PROTECT Essential On-Prem,,ESET PROTECT Essential On-Prem,Active,GBP,1342.58,170.0,16/04/2026,Education
Matthew Bower,Downlands Community School,Hassocks,BN6 8LP,South,Total Computer IT Services Limited,ESET Secure Authentication,,ESET Secure Authentication,Active,GBP,1108.38,116.0,30/08/2025,Education
Matthew Bower,Digitum,Hassocks,BN6 9RS,South,118 Go Ltd,ESET Mobile Threat Defense,ESET PROTECT Advanced,EAV-0463624855,Active,GBP,779.91,100.0,08/03/2028,Business
Matthew Bower,Quintessence Fragrances Ltd,Newhaven,BN90DJ,South,Grey Matter Ltd,ESET PROTECT Complete,,ESET PROTECT Complete,Active,GBP,259.64,130.0,06/10/2027,Business
Matthew Bower,Greenresources Tanzania,Orpington,BR6 6LH,South,Compstar London Limited,ESET PROTECT Advanced,,ESET PROTECT Advanced,Active,GBP,1704.24,135.0,11/10/2025,Business
Matthew Bower,Safe Lives,Bristol,BS1 2NT,South,Systemagic,ESET PROTECT Advanced,,ESET PROTECT Advanced,Active,GBP,2145.67,135.0,11/08/2026,Business
Matthew Bower,NASA CONSULTING LIMITED,BRISTOL,BS1 3AG,South,SysGroup Trading Ltd,ESET Secure Authentication,,ESET Secure Authentication,Active,GBP,300.49,130.0,16/01/2026,Business
Matthew Bower,Addiction Recovery Agency,Bristol,BS1 4EF,South,SysGroup Trading Ltd,ESET PROTECT Essential On-Prem,,ESET PROTECT Essential On-Prem,Active,GBP,16.67,107.0,08/05/2025,Business
Matthew Bower,Epoch Design,Bristol,BS1 4LH,South,Insight Direct (UK) Ltd,ESET PROTECT Complete,,ESET PROTECT Complete,Active,GBP,2099.5,100.0,19/04/2026,Business
System User UK,Environment Agency,Bristol,BS1 5AH,South,CSC Computer Sciences Limited,ESET Endpoint Encryption - Pro,,TRAXR-KQYRM-T7F6C-RK6Q6,Active,GBP,11550.0,350.0,18/01/2038,Government
Matthew Bower,WDM Ltd,Staple Hill,BS16 4NX,South,Storm Technologies Limited,ESET PROTECT Complete,,ESET PROTECT Complete,Active,GBP,3355.0,235.0,04/03/2026,Business
Matthew Bower,Money Hub (formerly Momentum FT),Bristol,BS1 6EA,South,WW Computer Systems Limited,ESET PROTECT Entry,,ESET PROTECT Entry,Active,GBP,1969.5,150.0,06/11/2025,Business
Matthew Bower,Ss Great Britain Trust,Bristol,BS1 6TY,South,Three Cherries Ltd,ESET PROTECT Complete,,ESET PROTECT Complete,Active,GBP,1808.8,100.0,22/10/2025,Business
Emmanuel Adjah,BBC Studios and Post Production Network,Bristol,BS20 6PN,South,Signal Networks Ltd,ESET PROTECT Essential On-Prem,,ESET PROTECT Essential On-Prem,Active,GBP,2210.52,300.0,24/01/2025,Business
Matthew Bower,HFMA,Bristol,BS2 0BU,South,Pugh Computers Ltd,ESET PROTECT Complete,,ESET PROTECT Complete,Active,GBP,4458.51,130.0,01/11/2027,Business
Matthew Bower,MAIL HANDLING INTERNATIONAL LIMITED,BRISTOL,BS2 0TQ,South,AVM IT,ESET PROTECT Entry,,ESET PROTECT Entry,Active,GBP,1706.9,130.0,16/03/2026,Business
Matthew Bower,County Contractors,Weston Super Mare,BS22 6HA,South,Micro Support LTD,ESET PROTECT Essential On-Prem,,ESET PROTECT Essential On-Prem,Active,GBP,246.98,130.0,24/11/2025,Business
Matthew Bower,CFG,Weston-super-Mare,BS22 9LF,South,Compex Computer Services,ESET PROTECT Complete,,ESET PROTECT Complete,Active,GBP,3870.0,130.0,16/09/2025,Business
Matthew Bower,Costain Integrated Services,Weston-super-mare,BS24 7JP,South,Converge Technology Ltd,ESET PROTECT Advanced,,ESET PROTECT Advanced,Active,GBP,1126.81,100.0,31/07/2025,Business
Matthew Bower,Precision Profiles,Bristol,BS30 5LW,South,Micro Support LTD,ESET PROTECT Complete,,ESET PROTECT Complete,Active,GBP,6718.98,165.0,06/11/2027,Business
Matthew Bower,Vetasi,Almondsbury,BS32 4TU,South,SHI Corporation UK Limited,ESET PROTECT Advanced,,ESET PROTECT Advanced,Active,GBP,2235.5,100.0,24/03/2026,Business
Matthew Bower,Bailey's Court Primary School,Bristol,BS32 8AZ,South,APOLLO TECHNOLOGY SOLUTIONS LIMITED,ESET PROTECT Complete,,ESET PROTECT Complete,Active,GBP,1987.26,103.0,17/05/2025,Education
Hayley Loader,Carco Group,Bristol,BS4 3QB,South,Micro Support LTD,ESET PROTECT Essential On-Prem,,ESET PROTECT Essential On-Prem,Active,GBP,2290.29,130.0,12/01/2025,Business
Matthew Bower,Air Quality Consultants,Bristol,BS6 7JT,South,AJM Networking Services LTD,ESET PROTECT Entry,,ESET PROTECT Entry,Active,GBP,3798.86,247.0,18/06/2025,Business
Matthew Bower,Star Legal,BRISTOL,BS8 1AT,South,SysGroup Trading Ltd,ESET Secure Authentication,,ESET Secure Authentication,Active,GBP,177.56,270.0,04/07/2025,Business
Matthew Bower,Freeways Trust,BRISTOL,BS8 3RA,South,Apollo IT Ltd,ESET PROTECT Complete,,ESET PROTECT Complete,Active,GBP,1883.41,119.0,03/11/2025,Business
Emmanuel Adjah,Springvale Learning,Belfast,BT12 7DB,North,Softcat Limited,ESET PROTECT Advanced,,ESET PROTECT Advanced,Active,GBP,2874.69,260.0,21/02/2026,Business
Emmanuel Adjah,Irish News,Belfast,BT1 2GE,North,Integrity360 Limited,ESET Secure Authentication,ESET PROTECT Elite,EAV-81367478,Active,GBP,569.0,192.0,15/12/2025,Business
Emmanuel Adjah,NORTHERN MEDIA GROUP LTD,BELFAST,BT1 6ET,North,Radio Computing Services,ESET PROTECT Advanced,,ESET PROTECT Advanced,Active,GBP,1282.13,100.0,14/04/2026,Business
Emmanuel Adjah,Action Mental Health,Newtownards,BT23 4YH,North,Loughtec Limited,ESET Endpoint Encryption - Pro,ESET Endpoint Encryption - Pro,NRHXP-KNWFV-NRVVK-NFQRW,Active,GBP,554.4,240.0,27/07/2025,Government
Emmanuel Adjah,Andras House Ltd,Belfast,BT2 7BB,North,Integrity360 Limited,ESET PROTECT Advanced,,ESET PROTECT Advanced,Active,GBP,789.75,250.0,10/08/2026,Business
Emmanuel Adjah,Walter Watson Ltd,Castlewellan,BT31 9JQ,North,Millgate Limited,ESET PROTECT Advanced,,ESET PROTECT Advanced,Active,GBP,4259.81,115.0,01/09/2027,Business
Hayley Loader,NI Trucks Ltd,Newtownabbey,BT36 4PP,North,Softcat Limited,ESET PROTECT Essential On-Prem,,ESET PROTECT Essential On-Prem,Active,GBP,1580.15,100.0,09/12/2025,Business
Emmanuel Adjah,Wilsons Auctions Ltd,Co Antrim, NI,BT36 4PP,North,Sota Solutions Ltd,ESET PROTECT Advanced,,ESET PROTECT Advanced,Active,GBP,52.65,306.0,30/06/2025,Business
Emmanuel Adjah,Galgorm Group,Ballymena,BT42 1JQ,North,Softcat Limited,ESET PROTECT Essential On-Prem,,ESET PROTECT Essential On-Prem,Active,GBP,2197.62,100.0,14/06/2025,Business
Emmanuel Adjah,Anns Homecare,Co Armagh,BT601NZ,North,Crozier Computers,ESET Endpoint Security + Server Security,ESET PROTECT Entry,EAV-0208035383,Active,GBP,4031.72,308.0,26/04/2025,Business
Emmanuel Adjah,Starplan Furniture,Dungannon,BT71 6JT,North,Viper Computer Systems,ESET PROTECT Advanced,,ESET PROTECT Advanced,Active,GBP,3834.0,160.0,15/02/2028,Business
Emmanuel Adjah,Barclay Digital Services Ltd,Belfast,BT7 1DT,North,Barclay Digital Services Limited,ESET PROTECT Advanced,,ESET PROTECT Advanced,Active,GBP,4993.96,160.0,21/06/2025,Business
Emmanuel Adjah,North-West News Group,Omagh,BT78 1DW,North,CCS Media Limited,ESET PROTECT Advanced,,ESET PROTECT Advanced,Active,GBP,6518.51,140.0,05/08/2028,Business
Emmanuel Adjah,JMG Systems LTD,Omagh,BT78 5ED,North,Loughtec Limited,ESET PROTECT Complete,,ESET PROTECT Complete,Active,GBP,1876.31,100.0,29/11/2025,Business
Emmanuel Adjah,Mallon Technology Ltd,Cookstown,BT80 8NP,North,Integrity360 Limited,ESET PROTECT Complete,,ESET PROTECT Complete,Active,GBP,3353.6,200.0,16/01/2026,Business
Emmanuel Adjah,Enisca,Belfast,BT80 9LU,North,Softcat Limited,ESET PROTECT Advanced,,ESET PROTECT Advanced,Active,GBP,12.82,143.0,14/06/2025,Business
Nadine Amabile,Lakeland Community Care Ltd,Enniskillen,BT93 5AQ,,Computer Help,ESET PROTECT Advanced,,ESET PROTECT Advanced,Active,GBP,2314.4,220.0,20/12/2025,Business
Emmanuel Adjah,H&H Group PLC,Carlisle,CA1 2RS,North,System IT,ESET PROTECT Advanced,,ESET PROTECT Advanced,Active,GBP,13.81,249.0,29/01/2026,Business
Emmanuel Adjah,M Sport,Cumbria,CA13 0PN,North,Storm Technologies Limited,ESET Premium Support Ultimate,,ESET Premium Support Ultimate,Active,GBP,2670.98,280.0,03/10/2025,
Emmanuel Adjah,InvestAcc Ltd.,Carlisle,CA2 7AF,North,System IT,ESET PROTECT Advanced,,ESET PROTECT Advanced,Active,GBP,4399.4,117.0,19/07/2026,Business
Emmanuel Adjah,Butterworth Solicitors,Carlisle,CA3 8DA,North,Logic Business Systems,ESET PROTECT Advanced,,ESET PROTECT Advanced,Active,GBP,3758.58,163.0,16/11/2025,Business
Emmanuel Adjah,D A Harrisons,Wigton,CA7 4NS,North,JJM Networks Limited,ESET PROTECT Entry On-Prem,,ESET PROTECT Entry On-Prem,Active,GBP,11.36,128.0,29/07/2025,Business
Emmanuel Adjah,Chrysalis Cumbria,Cumbria,CA7 9JR,North,System IT,ESET PROTECT Essential On-Prem,,ESET PROTECT Essential On-Prem,Active,GBP,8.78,102.0,13/08/2025,Business
Jack Potter,cheffins Ltd,Cambridge,CB1 7EA,Midlands,FROG Group (Intec Business),ESET PROTECT Essential On-Prem,,ESET PROTECT Essential On-Prem,Active,GBP,2769.42,202.0,11/03/2025,Business
Jack Potter,Vernalis R & D LTD,Cambridge,CB21 6GB,Midlands,CCS Media Limited,ESET PROTECT Complete,,ESET PROTECT Complete,Active,GBP,13573.56,330.0,30/06/2026,Business
Jack Potter,Adcock Group,Cambridge,CB22 3JH,Midlands,FROG Group (Intec Business),ESET PROTECT Essential On-Prem,,ESET PROTECT Essential On-Prem,Active,GBP,2875.87,169.0,24/01/2026,Business
Jack Potter,Scotsdale Nursery and Garden Centre,Cambridge,CB225JT,Midlands,AVM IT,ESET PROTECT Complete,,ESET PROTECT Complete,Active,GBP,2600.0,150.0,05/12/2026,Business
Jack Potter,Cambridge Design Partnership,Cambridge,CB23 2RF,Midlands,Servium Ltd,ESET PROTECT Complete,,ESET PROTECT Complete,Active,GBP,16059.75,400.0,24/02/2027,Business
Jack Potter,Optimum Patient Care,Cambridge,CB24,Midlands,Computeam Ltd,ESET PROTECT Advanced On-Prem,,ESET PROTECT Advanced On-Prem,Active,GBP,136.76,122.0,18/07/2025,Business
Jack Potter,ENVEA UK Ltd,Swavesey,CB24 4RB,Midlands,Network Technologies,ESET PROTECT Entry,,ESET PROTECT Entry,Active,GBP,3125.68,110.0,26/06/2025,Business
Jack Potter,Engineering Real Results Limited,Cambridge,CB24 9AD,Midlands,PCS Business Systems,ESET PROTECT Advanced,,ESET PROTECT Advanced,Active,GBP,3948.75,250.0,30/10/2025,Business
Jack Potter,Homerton College,CAMBRIDGE,CB2 8PH,Midlands,CCS Media Limited,ESET PROTECT Elite,,ESET PROTECT Elite,Active,GBP,16468.45,180.0,08/12/2027,Education
Jack Potter,WCMC,CAMBRIDGE,CB3 0DL,Midlands,FROG Group (Intec Business),ESET PROTECT Advanced,,ESET PROTECT Advanced,Active,GBP,3460.61,300.0,03/02/2026,Business
Jack Potter,Mayflower High School,Cambridge,CB4 1QB,Midlands,Precedence Technologies,ESET PROTECT Entry On-Prem,,ESET PROTECT Entry On-Prem,Active,GBP,2527.28,171.0,27/06/2026,Education
Jack Potter,Qav Limited,Ely,CB6 3NX,Midlands,Cambridge Support Ltd,ESET PROTECT Entry On-Prem,,ESET PROTECT Entry On-Prem,Active,GBP,1609.69,140.0,09/11/2025,Business
Jade Sessions,Micron Research Ltd,Ely,CB6 3NX,Midlands,Puzzle Technology Ltd,SMS for ESET Secure Authentication,,SMS for ESET Secure Authentication,Active,GBP,15.6,300.0,25/01/2027,Business
Jack Potter,Ivor Searle Ltd,Ely,CB7 5BA,Midlands,PCS Business Systems,ESET PROTECT Complete,,ESET PROTECT Complete,Active,GBP,2174.82,130.0,22/01/2026,Business
Jack Potter,ALS Training,Cardiff,CF24 5ET,Midlands,Pugh Computers Ltd,ESET PROTECT Complete,,ESET PROTECT Complete,Active,GBP,2754.39,161.0,30/04/2025,Education
Jack Potter,ACT (Associated Community Training Limited),CARDIFF,CF24 5ET,Midlands,Pugh Computers Ltd,ESET Endpoint Encryption - Pro,ESET Endpoint Encryption - Pro,HXRVR-QMKGK-TPP9K-3PPVN,Active,GBP,9477.0,400.0,17/09/2027,Education
Jack Potter,Quantum Actuarial LLP,Cardiff,CF3 0LW,Midlands,CCS Media Limited,ESET PROTECT Complete,,ESET PROTECT Complete,Active,GBP,484.25,350.0,25/05/2025,Business
Jack Potter,Markes International,BRIDGEND,CF31 3RT,Midlands,Excellence-IT,ESET Endpoint Encryption - Pro,ESET Endpoint Encryption - Pro,E6RPR-3DXPQ-HNMWV-PH7RP,Active,GBP,3412.8,158.0,21/05/2026,Business
Jack Potter,The DunRaven Group,Bridgend,CF33 4RE,Midlands,Integrity360 Limited,ESET PROTECT Advanced,,ESET PROTECT Advanced,Active,GBP,3592.88,150.0,28/09/2027,Business
Jack Potter,St Johns College Cardiff,Cardiff,CF3 5YX,Midlands,,ESET PROTECT Advanced,,ESET PROTECT Advanced,Active,GBP,2632.63,143.0,03/01/2026,Education
Jack Potter,Porth Community School,Porth,CF39 0BS,Midlands,AMC IT,ESET PROTECT Entry On-Prem,,ESET PROTECT Entry On-Prem,Active,GBP,6710.16,380.0,12/01/2027,Education
Jack Potter,ABERDARE COMMUNITY SCHOOL,ABERDARE,CF44 7RP,Midlands,CCS Media Limited,ESET PROTECT Advanced,,ESET PROTECT Advanced,Active,GBP,1306.9,100.0,04/09/2025,Education
Jack Potter,First Choice Housing Association,Penarth,CF64 2EZ,Midlands,Pugh Computers Ltd,ESET PROTECT Complete,,ESET PROTECT Complete,Active,GBP,4603.38,130.0,29/11/2027,Business
Jack Potter,Source Software Ltd,Cardiff,CF64 3TP,Midlands,Softcat Limited,ESET PROTECT Advanced,,ESET PROTECT Advanced,Active,GBP,6873.75,210.0,06/07/2027,Business
Jack Potter,BRIDGE FM RADIO,Cowbridge,CF71 7DP,Midlands,CCS Media Limited,ESET PROTECT Advanced,,ESET PROTECT Advanced,Active,GBP,4919.2,160.0,21/03/2027,Business
Jack Potter,Adoption Matters,Chester,ch2 1ae,Midlands,Syntec Systems,ESET PROTECT Advanced,,ESET PROTECT Advanced,Active,GBP,1546.44,120.0,08/10/2025,Business
Jack Potter,Pandle Ltd,Wirral,CH41 1LD,Midlands,Posilan Ltd,ESET PROTECT Complete,,ESET PROTECT Complete,Active,GBP,4912.5,175.0,02/06/2027,Business
Jack Potter,Jacobs,Birkenhead,CH41 4PE,Midlands,Bechtle,ESET PROTECT Advanced,,ESET PROTECT Advanced,Active,GBP,5858.39,390.0,16/11/2025,Business
Jack Potter,Upton Hall School FCJ,Wirral,CH49 6LJ,Midlands,Apex Network Solutions Limited,ESET PROTECT Essential On-Prem,,ESET PROTECT Essential On-Prem,Active,GBP,3380.0,400.0,12/05/2025,Education
Jack Potter,MBA,Chester,CH4 9QJ,Midlands,Langdale Technology,ESET Mail Security,,ESET Mail Security,Active,GBP,1920.6,132.0,10/05/2025,Business
Jack Potter,TTE Training,Cheshire,CH65 4LT,Midlands,AVM IT,ESET PROTECT Essential On-Prem,,ESET PROTECT Essential On-Prem,Active,GBP,1281.15,135.0,17/07/2025,Education
Jack Potter,Polyroof Products Ltd,Flint,CH6 5XA,Midlands,Affirm IT,ESET PROTECT Complete,,ESET PROTECT Complete,Active,GBP,706.57,125.0,06/06/2025,Business
Jack Potter,D Morgan,Ellesmere Port,CH66 2LS,Midlands,Netcentrix Limited,ESET Mobile Threat Defense,ESET PROTECT Advanced,EAV-0426434520,Active,GBP,352.59,110.0,27/04/2025,Business
Jack Potter,Thomas Plant Hire Ltd,CAERWYS,CH7 5BL,Midlands,Winners Software,ESET PROTECT Advanced,,ESET PROTECT Advanced,Active,GBP,5018.81,130.0,29/04/2027,Business
Jack Potter,Chelmsford Star Co-operative Society,Chelmsford,CM1 0LS,Midlands,Jungle I.T,ESET PROTECT Entry On-Prem,,ESET PROTECT Entry On-Prem,Active,GBP,2371.2,320.0,13/04/2026,Business
Jack Potter,Bright Star Financial Limited,Billericay,CM12 0EQ,Midlands,Sapphire Computer Systems Ltd,ESET PROTECT Complete,,ESET PROTECT Complete,Active,GBP,4598.83,115.0,16/05/2028,Business
James Conville,Swift Group,Brentwood,CM13 3BE,Midlands,Cellar Systems Limited,ESET PROTECT Advanced,,ESET PROTECT Advanced,Active,GBP,1952.78,110.0,17/02/2026,Business
Jack Potter,Kestrel Liner Agencies Ltd,Stansted,CM24 8GH,Midlands,GML Technology Ltd,ESET PROTECT Advanced,,ESET PROTECT Advanced,Active,GBP,6655.62,230.0,15/12/2025,Business
Alexis Bush-Walker,Princeton Consumer Research Ltd,Chelmsford,CM2 6UA,Midlands,IncedIT Limited,ESET PROTECT Entry On-Prem,,ESET PROTECT Entry On-Prem,Active,GBP,132.56,153.0,18/03/2025,Business
Jack Potter,Brentwood Communications Ltd,Chelmsford,CM3 8EW,Midlands,Brentwood Communications Ltd,ESET PROTECT Complete,,ESET PROTECT Complete,Active,GBP,2694.36,150.0,30/11/2025,Business
Jack Potter,John Fredericks Plastics Limited,Sudbury,CO10 2YW,Midlands,AMC IT,ESET PROTECT Complete,,ESET PROTECT Complete,Active,GBP,2543.39,120.0,31/10/2027,Business
Jack Potter,Bartech Marine Engineering,Colchester,CO1 2HG,Midlands,AVM IT,ESET PROTECT Advanced,,ESET PROTECT Advanced,Active,GBP,333.07,140.0,23/07/2026,Business
Jack Potter,St John's Green Primary School,East Colchester,CO2 7SZ,Midlands,PSDL Ltd T/a CCC & SchoolCare,ESET PROTECT Advanced,,ESET PROTECT Advanced,Active,GBP,2529.62,131.0,17/09/2027,Education
Hayley Loader,GFM Holdings Ltd,Colchester,CO2 8JY,,Softcat Limited,ESET PROTECT Complete,,ESET PROTECT Complete,Active,GBP,2421.25,250.0,16/02/2026,Business
Jack Potter,Hemisphere Freight Services Limited,Colchester,CO4 9YQ,Midlands,Insight Direct (UK) Ltd,ESET PROTECT Complete,,ESET PROTECT Complete,Active,GBP,6607.2,240.0,06/05/2025,Business
Jack Potter,Essex & Herts Air Ambulance,Colchester,CO6 2NS,Midlands,Whitebarn IT Services Ltd,ESET PROTECT Entry,,ESET PROTECT Entry,Active,GBP,1484.7,150.0,25/03/2026,Business
Jack Potter,Harlow Timber Systems (Eastern) Ltd,Harlow,CO9 2SZ,Midlands,Whitebarn IT Services Ltd,ESET PROTECT Entry,,ESET PROTECT Entry,Active,GBP,3357.59,285.0,26/03/2026,Business
Nathan Holmes,C&C Group Holdings LTD,Whyteleafe,CR3 0BL,South,Grey Matter Ltd,ESET PROTECT Entry,,ESET PROTECT Entry,Active,GBP,3038.75,250.0,12/10/2025,Business
Matthew Bower,Dane Court Grammar School,Broadstairs,CT10 2RT,South,Sota Solutions Ltd,ESET PROTECT Entry,,ESET PROTECT Entry,Active,GBP,640.72,389.0,26/10/2026,Education
